City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kisangani,100,CD,1604718175,98,0.52,25.2,70.57,2.21
Auki,68,SB,1604718176,71,-8.77,160.7,84.25,1.92
Dunedin,84,NZ,1604718121,68,-45.87,170.5,57.99,12.66
Gweta,42,BW,1604718176,37,-20.18,25.23,80.17,6.13
Sola,81,VU,1604718073,76,-13.88,167.55,80.83,4.85
Mossendjo,99,CG,1604718176,99,-2.95,12.73,68.54,1.25
Le Port,0,RE,1604718176,64,-20.94,55.29,73.4,10.29
Waipawa,86,NZ,1604718177,88,-41.41,175.52,64.99,16.11
Mangai,20,CD,1604718177,99,-4.05,19.53,66.45,1.28
Lorengau,97,PG,1604718073,73,-2.02,147.27,84.76,10.85
Batemans Bay,17,AU,1604718178,72,-35.72,150.18,64.99,5.01
Alice Springs,80,AU,1604717895,9,-23.7,133.88,80.6,13.87
Praia,0,CV,1604718178,83,14.92,-23.51,77.0,8.05
Mariental,0,NA,1604718181,48,-24.63,17.97,59.58,4.56
Yeppoon,40,AU,1604718181,48,-23.13,150.73,86.0,10.29
Upington,0,ZA,1604718182,44,-28.45,21.26,60.8,3.36
Buala,15,SB,1604718182,65,-8.14,159.59,85.64,2.75
Mutoko,9,ZW,1604718182,57,-17.4,32.23,69.55,4.03
Ngerengere,99,TZ,1604718183,89,-6.75,38.12,70.12,2.17
Boende,58,CD,1604718183,98,-0.22,20.87,68.63,1.16
Matara,3,LK,1604718183,76,5.95,80.54,81.82,10.71
Kariba,0,ZW,1604718183,44,-16.52,28.8,77.29,2.89
Kencong,4,ID,1604718183,61,-8.28,113.37,85.78,4.85
Kaitangata,64,NZ,1604718085,71,-46.28,169.85,51.01,13.0
Porirua,100,NZ,1604718184,87,-41.13,174.85,64.99,5.99
Walvis Bay,0,NA,1604718184,93,-22.96,14.51,59.0,8.05
Chitipa,23,MW,1604718184,70,-9.7,33.27,63.82,5.84
Ondjiva,0,AO,1604718184,31,-17.07,15.73,69.84,6.76
Chitungwiza,0,ZW,1604718185,53,-18.01,31.08,69.01,5.01
Mwinilunga,43,ZM,1604718185,85,-11.74,24.43,62.04,1.61
Quatre Cocos,75,MU,1604718185,88,-20.21,57.76,73.0,6.93
